0,id,id_old,date,reviewer_id,reviewer_name,text,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,languages_detect
165,40625,4.43E+17,03-09-2021,8795608,Anton,"We have been traveling across Central Europe for the last 14 days and Ingela's place was our 7th accommodation. It was by far the best place we stayed and we felt like we are at home. The apartment was great, super clean and at the location we targeted. Ingela also made our stay awesome. She was super flexible and adjusted towards our needs.  We usually don't go to the same place, but here we will come back. <br/><br/>Thank you for being such a great host, Ingela! Looking forward to visit you again soon.","Near Palace Schönbrunn, Apt. 1",175131,Ingela,Rudolfsheim-Fnfhaus,48.18434,16.32701,Entire home/apt,156,1,162,01-11-2021,1.17,15,306,7,en
166,40625,4.86E+17,01-11-2021,367096787,Ajith,we had a pleasant stay. the apartment was clean and had everything what we needed. the location is a plus,"Near Palace Schönbrunn, Apt. 1",175131,Ingela,Rudolfsheim-Fnfhaus,48.18434,16.32701,Entire home/apt,156,1,162,01-11-2021,1.17,15,306,7,en
167,51287,270911,19-05-2011,533213,Michael,"It was a real great stay at Hannes' place in Vienna!<br/>He was very helpfull and the way the Appartment is tended (e.g. a fresh bottle of water in the fridge, fresh candles and lots other small things) make you feel at home from the first moment. <br/>Together with the natural flair of the appartment and the surrounding building that lends to a perfect stay. <br/>highly recommended.",little studio- next to citycenter- wifi- nice area,166283,Hannes,Leopoldstadt,48.21778,16.37847,Entire home/apt,62,3,327,22-11-2021,2.47,3,136,18,en
168,51287,796684,20-12-2011,1473904,Josh,"Hannes is a very polite, generous, and all around great host. This apartment is in a cool part of Vienna with new shops, restaurants, markets, etc. and is a good neighborhood to see. <br/><br/>The place itself is a no frills, comfy/cosy home. You're not going to be spending much time there anyway!",little studio- next to citycenter- wifi- nice area,166283,Hannes,Leopoldstadt,48.21778,16.37847,Entire home/apt,62,3,327,22-11-2021,2.47,3,136,18,en
169,51287,1142931,17-04-2012,1819716,Evgenia,"This apartment so nice and so cozy! I had a feeling I live in Vienna for many years.... Very nice terrace for those who smokes or just want to have a glass of beer outside...<br/>It was unforgettable weekend mostly because such a stylish apartment with home atmosphere!",little studio- next to citycenter- wifi- nice area,166283,Hannes,Leopoldstadt,48.21778,16.37847,Entire home/apt,62,3,327,22-11-2021,2.47,3,136,18,en
170,51287,1285955,15-05-2012,2212240,Robert,"Staying at Hannes flat was fantastic.  Its size and proximity to the city center is perfect.  Everything was clean and orderly and he met with us promptly to give us the keys and kindly provided us with additional information/advice on the city and local shops and venues which was very helpful.  My wife and I stayed for a week, and we will definitely stay there again if we decide to visit the city again.  Thanks Hannes!",little studio- next to citycenter- wifi- nice area,166283,Hannes,Leopoldstadt,48.21778,16.37847,Entire home/apt,62,3,327,22-11-2021,2.47,3,136,18,en
171,51287,1994845,15-08-2012,100082,Robert,"The location of the apartment is great. The neighborhood is comfortable and there are plenty of good and cheap restaurants of the beaten path. The apartment is quiet and clean. The mattress is ok but a bit dusty and on the firm side. Unfortunately didn't meet the host because we arrived later in the day. He was very accommodating and easily accessible, though.",little studio- next to citycenter- wifi- nice area,166283,Hannes,Leopoldstadt,48.21778,16.37847,Entire home/apt,62,3,327,22-11-2021,2.47,3,136,18,en
172,51287,2410355,25-09-2012,460839,Marco,The Studioapartement is very well located to the city center and to the subway. It is very good to a couple of days stay. Hannes was very helpfull advising us on  restaurants and amenities near by. I think should reffer that the studio has Wifi.,little studio- next to citycenter- wifi- nice area,166283,Hannes,Leopoldstadt,48.21778,16.37847,Entire home/apt,62,3,327,22-11-2021,2.47,3,136,18,en
173,51287,2506336,04-10-2012,2779859,Claire,"Hannes apartment is very cute! It's small but it has all you need and the location is just perfect! It's only a 10min walk to the Stephansplatz and it's in a nice inner courtyard. Hannes was very flexible with our arriving and departure. The day we left, we could stay in the apartment until the evening. <br/>The only thing we missed in this apartment was a frying pan! ;-) Thanks to Hannes my first experience with airbnb was excellent!",little studio- next to citycenter- wifi- nice area,166283,Hannes,Leopoldstadt,48.21778,16.37847,Entire home/apt,62,3,327,22-11-2021,2.47,3,136,18,en
174,51287,3351490,15-01-2013,3296097,Julie,"great location, walked everywhere. Apartment very small; bath seemed to leak during the day while we there so the floor was wet often. heating worked well. not a good place to relax in, need to go out for that.",little studio- next to citycenter- wifi- nice area,166283,Hannes,Leopoldstadt,48.21778,16.37847,Entire home/apt,62,3,327,22-11-2021,2.47,3,136,18,en
175,51287,3500955,09-02-2013,558516,Laure,"Hannes apartment is as described in the presentation and pictures. <br/>It might be a bit small for several people, but for us it was perfect - we used it mostly to have a place to sleep, we were around the city the rest of the day.<br/>Careful : the water heater capacity may be a bit low - but we managed to avoid the issue by setting it on the hottest feature, and it was enough.<br/><br/>The place was clean and neat when we arrived - though some of the towels had a smoke smell. Also, the couch may be a bit tricky to open - we didn't see there was a support for the mattress underneath it at first, and the first night was a bit uncomfortable, but that was our mistake only!<br/><br/>We didn't get the chance to meet Hannes, but he has always been very responsive by email or Airbnb, as well as his friend David who took care of us during his absence.<br/>Regarding location, you're only 5 min by foot from the airport express bus, and 10-15 min from the city center (Stephansplatz etc.)<br/>If you're looking for a laid-back, not expensive place to spend great holidays in Vienna, this is the place!",little studio- next to citycenter- wifi- nice area,166283,Hannes,Leopoldstadt,48.21778,16.37847,Entire home/apt,62,3,327,22-11-2021,2.47,3,136,18,en
176,51287,3641124,26-02-2013,5147178,Abi,"This was a lovely apartment to stay in: small but perfectly formed, very quiet and central. We felt at home there and it even gave us ideas about how we could use space back in London more efficiently. Communication with Hannes was prompt and easy. His friend David met us at the apartment to let us in and provide instructions on heating, wifi, etc. The heating was excellent and much needed in the incredibly snowy weather. <br/><br/>Thank you David & Hannes! <br/>Abi & Pete",little studio- next to citycenter- wifi- nice area,166283,Hannes,Leopoldstadt,48.21778,16.37847,Entire home/apt,62,3,327,22-11-2021,2.47,3,136,18,en
177,51287,4034634,04-04-2013,865669,Ulrika,"My boyfriend and I stayed in Hannes' apartment for three nights. The apartment is situated centrally in the 2nd Bezirk, so it was very easy to get anywhere in Vienna by foot or U-Bahn. The flat is quite small, but very nicely decorated and the area is used well. The bed is wide and comfortable. There was a smell of tobacco smoke from the towels and blankets, but except from that the flat was very clean and tidy. I didn't get the chance to meet Hannes in person, but he responded quickly and friendly to all my messages. We got the keys form Hannes' friend David, who was super nice and very helpful. <br/>I very much recommend a stay at Hannes' place! It was great!",little studio- next to citycenter- wifi- nice area,166283,Hannes,Leopoldstadt,48.21778,16.37847,Entire home/apt,62,3,327,22-11-2021,2.47,3,136,18,en
178,51287,7132874,08-09-2013,4606588,Joshua,"Excellent apartment for stay: clean, comfy and best location.  Apartment is located in the second district; close to public transit and downtown area.  The host, Hannes A. was very helpful, responsive and kind.<br/><br/>There are two great vega cafes around the corner, Fett und Zucker and Harvest Cafe (serves Sunday brunches). Would definitely stay again and longer...<br/><br/><br/>",little studio- next to citycenter- wifi- nice area,166283,Hannes,Leopoldstadt,48.21778,16.37847,Entire home/apt,62,3,327,22-11-2021,2.47,3,136,18,en
179,51287,7240927,13-09-2013,7187764,Rosie,"My friend and I from New Zealand had a very enjoyable stay at Hannes apartment. It is very central to Vienna's transport whether it be train, bus, or cycling. We enjoyed a great day getting around on bikes. Hannes advised us well of where to go. A highlight for us was the choir singing at St Stephens Cathedral on Sunday. Also a trip at sunset to the top of the Sofitel Hotel is a must . Only 5 mins walk from apartment. Also was nice quiet area especially at night. Felt very secure. Many thanks",little studio- next to citycenter- wifi- nice area,166283,Hannes,Leopoldstadt,48.21778,16.37847,Entire home/apt,62,3,327,22-11-2021,2.47,3,136,18,en
180,51287,7704659,30-09-2013,7107568,Theresa,"Hannes was a very friendly and gracious host. He had many suggestions on restaurants and other local points of interest. He also had a flexible check in time, which was appreciated. The apartment easily accommodated my two friends and I and it is walking distance to the Vienna City Center. In addition, it is right next to Karmelitermarkt, which had great food and a farmer's market on Saturday. ",little studio- next to citycenter- wifi- nice area,166283,Hannes,Leopoldstadt,48.21778,16.37847,Entire home/apt,62,3,327,22-11-2021,2.47,3,136,18,en
181,51287,8390781,28-10-2013,8052786,Javier,"This is a lovely studio in a great part of Vienna and a truly charming old building. If you find yourself here when the weather is nice, take at least a few minutes to sit outside. Hannes has set it up with a small table and chairs. It is incredibly peaceful. The place itself was clean. Hannes was there with his cleaning lady - which to me was a gratifying sign that he makes sure his guests have a comfortable stay. Thank you, Hannes, for everything! ",little studio- next to citycenter- wifi- nice area,166283,Hannes,Leopoldstadt,48.21778,16.37847,Entire home/apt,62,3,327,22-11-2021,2.47,3,136,18,en
182,51287,8931543,26-11-2013,3387384,Iida,"We had a lovely holiday in Hannes's lovely and cosy apartment. The location was great and we got some great recommendations from Hannes for places to visit, f. ex. some really good restaurants nearby. Hannes was very easy and nice to communicate with, and all the arrangements went fluently. We warmly recommend this place!",little studio- next to citycenter- wifi- nice area,166283,Hannes,Leopoldstadt,48.21778,16.37847,Entire home/apt,62,3,327,22-11-2021,2.47,3,136,18,en
183,51287,9072142,04-12-2013,3650670,Jutta,"This is a real little jewel! Tucked away in the most fascinating neighborhood: forgotten for decades and consequently decaying but recently rediscovered and full of hip new restaurants and little stores, and, best of all, the most diverse population you can find in Vienna! All a stone's throw away are: Karmelitermarkt, the fancy new concert hall for the Wiener Sängerknaben, and the quirky, endearing Augarten where there were still a few roses blooming and thyme growing out of old white heels tied to a bamboo fence... <br/>We found Hannes a welcoming, very organized, extremely helpful and generous host, and his apartment very quiet, ""efficiency,"" ""Ikea"" attractive, and well thought-out. Advice: Go there only if you really enjoy very close quarters. ",little studio- next to citycenter- wifi- nice area,166283,Hannes,Leopoldstadt,48.21778,16.37847,Entire home/apt,62,3,327,22-11-2021,2.47,3,136,18,en
184,51287,12210458,26-04-2014,13199460,Tricia,As advertised-close to city center and other modes of transportation. Small and quaint-perfect for two travelers and possibly four. Hannes provided some suggestions and was helpful in letting us know most things were closed on the day we arrived.,little studio- next to citycenter- wifi- nice area,166283,Hannes,Leopoldstadt,48.21778,16.37847,Entire home/apt,62,3,327,22-11-2021,2.47,3,136,18,en
185,51287,12346219,29-04-2014,11647283,Rune,"Thank you Hannes for a really nice stay. Though the place is quite small, the space is well exploited and very central situated. Hannes is very helpful and a good host.",little studio- next to citycenter- wifi- nice area,166283,Hannes,Leopoldstadt,48.21778,16.37847,Entire home/apt,62,3,327,22-11-2021,2.47,3,136,18,en
186,51287,13438835,27-05-2014,15293172,Alexander,"Wir hatten eine tolle Zeit in Wien! Mit der Wohnung hat alles super geklappt und wir haben uns dort sehr wohl gefühlt :) Vielen Danke und liebe Grüße an Hannes<br/>",little studio- next to citycenter- wifi- nice area,166283,Hannes,Leopoldstadt,48.21778,16.37847,Entire home/apt,62,3,327,22-11-2021,2.47,3,136,18,de
187,51287,15223982,05-07-2014,7988915,Mia,The apartment was very quiet and nice for sleeping. Perfect location and Hannes left us with suggestions for what to do and information about the city.,little studio- next to citycenter- wifi- nice area,166283,Hannes,Leopoldstadt,48.21778,16.37847,Entire home/apt,62,3,327,22-11-2021,2.47,3,136,18,en
188,51287,15917365,18-07-2014,13295901,Imy,The apartment was just what we needed for our 3 nights in Vienna. Really clean and well looked after. Would definitely recommend it to others.  ,little studio- next to citycenter- wifi- nice area,166283,Hannes,Leopoldstadt,48.21778,16.37847,Entire home/apt,62,3,327,22-11-2021,2.47,3,136,18,en
189,51287,16987508,05-08-2014,16815205,Vivien,"Das Studio ist sehr zentral gelegen und hat einen süßen Markt um die Ecke.<br/>Das Studio ist klein, hat aber alles was man für einen Kurztrip benötigt! Ideal für zwei Personen!",little studio- next to citycenter- wifi- nice area,166283,Hannes,Leopoldstadt,48.21778,16.37847,Entire home/apt,62,3,327,22-11-2021,2.47,3,136,18,de
190,51287,19774400,18-09-2014,12745665,Dmitry,"Apartment is occupyted close to the city center, has all necessary staff, window looks to the beautiful yard.<br/>Hannes is very welcome and nice person, everytime glad to answer questions of his guests.",little studio- next to citycenter- wifi- nice area,166283,Hannes,Leopoldstadt,48.21778,16.37847,Entire home/apt,62,3,327,22-11-2021,2.47,3,136,18,en
191,51287,20504822,30-09-2014,7118709,Bryan,"Hannes's place was excellent. <br/>Located in a good neighbourhood, minutes from the market; and very central within Vienna. <br/>Check-in was simple and quick, and the space while on the smaller side, was a great fit for 3 travelers who were out-and-about in the city. ",little studio- next to citycenter- wifi- nice area,166283,Hannes,Leopoldstadt,48.21778,16.37847,Entire home/apt,62,3,327,22-11-2021,2.47,3,136,18,en
192,51287,21283579,14-10-2014,463382,Armando,"We had a wonderful time at Hannes flat, and he was very accommodating. Due to bad weather our flight was 3 hours late, and Hannes very kindly welcomed us at 1:00 a.m. It was very nice to see a friendly face after such a long journey. The flat itself is very cozy, and we managed to explore the city by walking. It was also very fun to use the bikes that Hannes provided and explore the city in two wheels!",little studio- next to citycenter- wifi- nice area,166283,Hannes,Leopoldstadt,48.21778,16.37847,Entire home/apt,62,3,327,22-11-2021,2.47,3,136,18,en
193,51287,24225302,23-12-2014,22675644,Sam,"Hannes was a great host! He responded quickly to any and all of our emails. He worked with our schedule to meet us at the apartment to give us our keys and show us how to work everything in the apartment. He even showed us cool places on the map, and give us more info about our neighborhood and Vienna.<br/><br/>The apartment was what we needed, simple, clean, in a good neighborhood and close to the 1st District where all the main attractions are. Hannes provided us with all the linens, bedding, and other things we would need. The kitchen also had pans, pots, and (Website hidden by Airbnb) was a pretty stoked studio!<br/><br/>We were three students backpacking, so all we needed was a studio, it had more than enough room for us, but might be tight for a larger family. We had a really positive experience.",little studio- next to citycenter- wifi- nice area,166283,Hannes,Leopoldstadt,48.21778,16.37847,Entire home/apt,62,3,327,22-11-2021,2.47,3,136,18,en
194,51287,25143848,07-01-2015,19544011,Nadine,We loved Vienna in the winter time! Our host Hannes gave us such a friendly welcome despite making him wait for us due to some train delays and plans to see a show the morning of check-in. He explained everything we needed to know about the apartment and pointed out a few good tourist spots...We were very comfortable in his home. No complaints! Should I return to Vienna (I'd love to visit in the summer) I would not hesitate to stay there again. Thank you Hannes!,little studio- next to citycenter- wifi- nice area,166283,Hannes,Leopoldstadt,48.21778,16.37847,Entire home/apt,62,3,327,22-11-2021,2.47,3,136,18,en
195,51287,32486190,18-05-2015,24632056,Lisa,"Trotz sehr verzögerter Anreise kein gestresster Host  - vielen Dank dafür!<br/>Die Wohnung ist top, sauber, bietet alles was man in ein paar Tagen an Platz und Equipement so braucht. Ganz hübscher Innenhof, bei gutem Wetter toll da auf ein Entspannungsgläschen zwischen Touri-Unternehmungen zu sitzen.<br/>Die Lage ist super: Karmelitermarkt zum Frühstücken, Donaukanal für abends zum Bummeln, absolut zentru (Hidden by Airbnb) ah. Und mit den Rädern für zwei echt super zum Stadt erobern!<br/><br/>Sehr empfehlenswert! Tip Top!",little studio- next to citycenter- wifi- nice area,166283,Hannes,Leopoldstadt,48.21778,16.37847,Entire home/apt,62,3,327,22-11-2021,2.47,3,136,18,de
196,51287,36780617,01-07-2015,3571970,Scott,"Hannes is an excellent host. He is friendly, responds quickly to questions, and always helpful. The apartment is a small one-room living space in a tranquil courtyard, and the location in Vienna couldn't be better. Strong recommendation!",little studio- next to citycenter- wifi- nice area,166283,Hannes,Leopoldstadt,48.21778,16.37847,Entire home/apt,62,3,327,22-11-2021,2.47,3,136,18,en
197,51287,38405763,15-07-2015,149098,Tracy,"We were very pleased with our experience with Hannes — a few things happened out of Hannes control and he was very responsive and fast acting to find a solution and to help us out. We're very appreciative! The apartment itself is cozy but well outfitted, and being that it was so hot out when we stayed, we appreciated that the couch also turns into a bed. The neighborhood is a short walk to the main area and there is a great pizza place just down the street. Highly recommend this spot.",little studio- next to citycenter- wifi- nice area,166283,Hannes,Leopoldstadt,48.21778,16.37847,Entire home/apt,62,3,327,22-11-2021,2.47,3,136,18,en
198,51287,42150420,11-08-2015,6695341,Boris,"Hannes was a great host. He has a great sence for the right spots in the Vienna. He is very careing and a absolute nice person. The APT is very comfy and very good located. The small kitchen is good equiped and i really loved the bed on top of the bathroom.  Nearby the APT you find really good Restaurants, Bars, Bakery, Supermarket and the subwaystation. The area is quiet but close to the citycenter and sights. I can absolutly recommend this APT for a trip to Vienna and Hannes as a perfect host. I would book this APT anytime again. <br/><br/>Thanks for everything Hannes!<br/>:)",little studio- next to citycenter- wifi- nice area,166283,Hannes,Leopoldstadt,48.21778,16.37847,Entire home/apt,62,3,327,22-11-2021,2.47,3,136,18,en
199,51287,51497240,20-10-2015,5883003,Alexandre,"Communication with Hannes was extremely smooth and the flat was as announced. Hannes made sure that we had noticed that construction works were ongoing in the building (as mentioned on the Airbnb page), which we appreciated. The building in itself is very nice. The flat is ideally located, in a nice neighboorhood, a bit apart from the city centre but still very close and also close to public transport. We used the two bikes that were freely available, which was nice ! All in all, a very nice experience !",little studio- next to citycenter- wifi- nice area,166283,Hannes,Leopoldstadt,48.21778,16.37847,Entire home/apt,62,3,327,22-11-2021,2.47,3,136,18,en
200,51287,53591515,10-11-2015,11211473,Ruben,Hannes is a very helpful and friendly host. His communication is excellent. The apartment is in a great location.,little studio- next to citycenter- wifi- nice area,166283,Hannes,Leopoldstadt,48.21778,16.37847,Entire home/apt,62,3,327,22-11-2021,2.47,3,136,18,en
201,51287,59313994,09-01-2016,12181694,Katya,"Everything is great! the studio itself is very lovely and is located close to the city center. The neighborhood is nice as well!<br/>Thanks, Hannes, for the warm welcome, our time in Vienna was wonderful :)",little studio- next to citycenter- wifi- nice area,166283,Hannes,Leopoldstadt,48.21778,16.37847,Entire home/apt,62,3,327,22-11-2021,2.47,3,136,18,en
202,51287,68623870,05-04-2016,60460731,Loïs,Great stay ! Hannes saved us because our previous host cancelled our booking 24 hours before our stayed. He quickly responsed and we were able to have a great flat for our week-end. Hannes is really nice and very conveniant. He gave us great tips about vienna life. :),little studio- next to citycenter- wifi- nice area,166283,Hannes,Leopoldstadt,48.21778,16.37847,Entire home/apt,62,3,327,22-11-2021,2.47,3,136,18,en
203,51287,74270872,14-05-2016,3475591,Hoeteck,"Hannes was extremely helpful, accommodating and responsive, and the apartment is really cute! I stayed for almost a week, and was mostly unaffected by construction going on outside the apartment. Unfortunately, I didn't get much time to check out the neighborhood, and instead was mostly around Stephansplatz and the ""inner city"", which is about a 20 min walk away. Thanks a lot for the great stay, Hannes!",little studio- next to citycenter- wifi- nice area,166283,Hannes,Leopoldstadt,48.21778,16.37847,Entire home/apt,62,3,327,22-11-2021,2.47,3,136,18,en
204,51287,76101636,24-05-2016,30745201,Judy,"Hannes is so wonderful and welcoming!  He was a pleasure to rent from and was always willing to help us with a quick response time.<br/><br/>The unit was about 5 mins walk to the metro line and only about 10-20 minutes by metro to most of the good stuff in Vienna.  We bought the 72 hour transit pass and got good value out of it.  I loved the yellow ladder leading up to the sleeping space.  This unit was smartly designed to be efficient with its space.<br/><br/>Hannes also generously offered us 2 bicycles to use for free, though we never got a chance to use them.  Thank you, Hannes!! ",little studio- next to citycenter- wifi- nice area,166283,Hannes,Leopoldstadt,48.21778,16.37847,Entire home/apt,62,3,327,22-11-2021,2.47,3,136,18,en
205,51287,76868629,29-05-2016,31515786,André,Das Appartement ist zwar sehr klein aber dafür ausreichend gemütlich. Die niedrige Dusche könnte für größere Menschen jedoch ein Problem darstellen. Der Gastgeber war super nett und hatte gute Tipps für die Umgebung! Dank der Lage ein toller Aufenthalt.,little studio- next to citycenter- wifi- nice area,166283,Hannes,Leopoldstadt,48.21778,16.37847,Entire home/apt,62,3,327,22-11-2021,2.47,3,136,18,de
206,51287,78642777,08-06-2016,70634223,Darren,"Hannes was extremely communicative prior to arriving in Vienna, when we met him he was extremely friendly, polite and helpful. The room is very simple but perfect for people wanting a short stay in Vienna in a very central location (2nd District).<br/><br/>Hannes made sure we know exactly how to get to the accommodation, and also provided us with maps and orientated us as to where we were in Vienna, which was very helpful. Not to mention he also provided us with Bicycles so we could easily explore the city, which was amazing!<br/><br/>Thanks again, Hannes - we really enjoyed our stay.",little studio- next to citycenter- wifi- nice area,166283,Hannes,Leopoldstadt,48.21778,16.37847,Entire home/apt,62,3,327,22-11-2021,2.47,3,136,18,en
207,51287,81768804,25-06-2016,68347285,Ben,"Hannes was friendly and helpful, and the apartment was clean and in a great neighborhood with great restaurants and pubs in the area, as well as easy access to transit. Although Hannes did warn us that the apartment was undergoing construction, and there would be dust outside the apartment itself, it was worse than expected. We couldn't open the door or the windows because of the dust, so the place remained damp for several days when we hung up a load of laundry to dry. Anyone with allergies or asthma should definitely not stay here while construction is going on. Also, the workers start work at 7:00 am and it is really noisy, so sleeping in is not really an option. It looks like the work won't be done for at least the summer, but that being said, when it is done , I think this would be a great place to stay.",little studio- next to citycenter- wifi- nice area,166283,Hannes,Leopoldstadt,48.21778,16.37847,Entire home/apt,62,3,327,22-11-2021,2.47,3,136,18,en
208,51287,87020932,18-07-2016,63811840,Diogo,"The apartment is really cozy, hot (in the good way!) and had everything me and my girlfriend needed. It was super clean and we loved the bed upstairs, it's bigger than we thought. Even if you don't like it, you can sleep in the couch (it's also a bed). Hannes was awesome and even came to help us with a little problem! Really an amazing host. Don't doubt. Stay with him and you'll not regreat it! ",little studio- next to citycenter- wifi- nice area,166283,Hannes,Leopoldstadt,48.21778,16.37847,Entire home/apt,62,3,327,22-11-2021,2.47,3,136,18,en
209,51287,97650869,28-08-2016,3612754,Andrea,"It's a small apartment but very clean and with all the things a good traveler need. The bed area had a low ceieling but it is very comfortable despite what I've read in other feeds. It is located in a very central position (15min walk to Stephansdome) and near a metro station (2min walk). Hannes is an amazing host, he also gave us a discount because there was some renovation in the building (not in the apartment); he provided us all the information we needed and always available for every request.<br/>Super recommended!",little studio- next to citycenter- wifi- nice area,166283,Hannes,Leopoldstadt,48.21778,16.37847,Entire home/apt,62,3,327,22-11-2021,2.47,3,136,18,en
210,51287,102656428,18-09-2016,9899373,Josh,The space was fine. There was a noticeable layer of dust and sticky residue around the apartment that did not make my stay comfortable. Another complaint was that the host and some building planner-like people entered and had to inspect the bathroom on the first day of  my stay without warning. ,little studio- next to citycenter- wifi- nice area,166283,Hannes,Leopoldstadt,48.21778,16.37847,Entire home/apt,62,3,327,22-11-2021,2.47,3,136,18,en
211,51287,105110626,30-09-2016,38050605,Mathew,"Hannes met us at the apartment and was very welcoming, showing us some good places to eat on the map. The apartment was small as expected but the space is well laid out, very clean and nicely presented with towels provided and a washing machine. There was some construction noise in the morning but not much could be done about that. We had a great time and would stay again!",little studio- next to citycenter- wifi- nice area,166283,Hannes,Leopoldstadt,48.21778,16.37847,Entire home/apt,62,3,327,22-11-2021,2.47,3,136,18,en
212,51287,109192224,20-10-2016,22339402,Stefan,"Nice apartment, great location, very good communication with Hannes. For us (2 adults, 1 child) the place was just large enough.",little studio- next to citycenter- wifi- nice area,166283,Hannes,Leopoldstadt,48.21778,16.37847,Entire home/apt,62,3,327,22-11-2021,2.47,3,136,18,en
213,51287,112501464,06-11-2016,34500562,Isabelle,"very nice contact, Hannes is very friendly. The apartment is not far from the center. With the bikes we could reach everywhere in the city.",little studio- next to citycenter- wifi- nice area,166283,Hannes,Leopoldstadt,48.21778,16.37847,Entire home/apt,62,3,327,22-11-2021,2.47,3,136,18,en
214,51287,121330189,16-12-2016,78473125,Pierre,"The appartment was perfect  really cosy, in the city center we really have à pleasant stay in Vienna ",little studio- next to citycenter- wifi- nice area,166283,Hannes,Leopoldstadt,48.21778,16.37847,Entire home/apt,62,3,327,22-11-2021,2.47,3,136,18,en
215,51287,125531591,06-01-2017,37763266,Barry,"Very good location, great value and offered a true experience of living Vienese style. Great opportunities for running.<br/><br/>Hannes is a great host and very communicative, would recommend to any traveller to stay at his apartment.",little studio- next to citycenter- wifi- nice area,166283,Hannes,Leopoldstadt,48.21778,16.37847,Entire home/apt,62,3,327,22-11-2021,2.47,3,136,18,en
216,51287,142763956,09-04-2017,53908818,Hannah,We had a wonderful time at Hannes' cosy flat. The location is very convenient with good transport links and shops nearby. The bed was comfortable and snug and the kitchen had everything we needed for simple breakfasts and lunches. Hannes was there to greet us when we arrived and very friendly - his recommendation of the Sofitel rooftop bar was a winner! Highly recommended for couples.,little studio- next to citycenter- wifi- nice area,166283,Hannes,Leopoldstadt,48.21778,16.37847,Entire home/apt,62,3,327,22-11-2021,2.47,3,136,18,en
217,51287,154124880,23-05-2017,46198199,Katie,"Hannes' place is a cute and small space, serving as a perfect base to explore Vienna. We felt right at home and even ate in the apartment most nights of our stay as it was so homely and comfortable to return to after a long day of exploring. The decor is minimal but fun and really makes a difference in transforming what might otherwise be a cramped apartment.. Instead, it is a lovely space to be in. Communication with Hannes was good and we never had any problems. His recommendations of what to see and do are definitely worth listening to. Would love to stay here again if we are ever to return. Thanks again!",little studio- next to citycenter- wifi- nice area,166283,Hannes,Leopoldstadt,48.21778,16.37847,Entire home/apt,62,3,327,22-11-2021,2.47,3,136,18,en
218,51287,160055143,12-06-2017,14901420,David,"The studio is in a really great location, not in the center but at walking distance, and the neighborhood is a really nice area of the city. Besides, Hannes is very helpful and full of nice tips",little studio- next to citycenter- wifi- nice area,166283,Hannes,Leopoldstadt,48.21778,16.37847,Entire home/apt,62,3,327,22-11-2021,2.47,3,136,18,en
219,51287,169397202,12-07-2017,129326874,Gopal,Hannes is super nice and his apartment is chic and cozy. Perfect if you're traveling alone or with your SO. Safe area and close to many bars and restaurants. Only 8 min walk to the subway.  ,little studio- next to citycenter- wifi- nice area,166283,Hannes,Leopoldstadt,48.21778,16.37847,Entire home/apt,62,3,327,22-11-2021,2.47,3,136,18,en
220,51287,170790899,16-07-2017,7495947,Louise,"We had a great stay in Hannes place. The studio is quite small for four but really cosy ! It is located in a really nice neighbourhood, close to everything. Hannes is very available, we appreciated it ! We would highly recommend it. Thanks again! ",little studio- next to citycenter- wifi- nice area,166283,Hannes,Leopoldstadt,48.21778,16.37847,Entire home/apt,62,3,327,22-11-2021,2.47,3,136,18,en
221,51287,182743302,15-08-2017,16102174,Pim,"My girlfriend and I had a very nice stay in Hannes his Airbnb.<br/>The place was very clean, ideally located, cosy and very quiet.<br/>The communication with Hannes went very smoothly.<br/>10/10 would stay here again!",little studio- next to citycenter- wifi- nice area,166283,Hannes,Leopoldstadt,48.21778,16.37847,Entire home/apt,62,3,327,22-11-2021,2.47,3,136,18,en
222,51287,185298204,21-08-2017,48950879,Rachel,"Hannes was a great host and everything went very smoothly. The building (with its lovely courtyard), the cozy and neat room, and the nice location were all great. The apartment is very walkable to major tourist destinations and very close to public transportation. The room was very cool and cozy as well and has great wifi. We really enjoyed our stay in Vienna!!",little studio- next to citycenter- wifi- nice area,166283,Hannes,Leopoldstadt,48.21778,16.37847,Entire home/apt,62,3,327,22-11-2021,2.47,3,136,18,en
223,51287,195651715,20-09-2017,37987423,Ian,Hannes met us at the apartment and made check-in super easy. He not only provided us with locations of all local amenities but also recommended a Sky Bar with a great view of the city. <br/>Location of the apartment is fantastic and is can get anywhere in Vienna super quick via the metro system.,little studio- next to citycenter- wifi- nice area,166283,Hannes,Leopoldstadt,48.21778,16.37847,Entire home/apt,62,3,327,22-11-2021,2.47,3,136,18,en
224,51287,196750639,24-09-2017,96838922,Nic,The location is only a 10 minute walk to the heart of Vienna and also has a cute little outdoor market area right next door. The studio has all the amenities you would need but two people will need to be comfortable being cozy together. Hannes was super nice and even offered bikes for our use during our stay.,little studio- next to citycenter- wifi- nice area,166283,Hannes,Leopoldstadt,48.21778,16.37847,Entire home/apt,62,3,327,22-11-2021,2.47,3,136,18,en
